AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,Class
175680,1575.722,595.6695,376.3405,0.7751,472.9511,0.9924,177017,0.8067,1.5828,0.8891,0.794,0.0034,0.0021,0.6304,0.9978,DOKOL
132384,1351.8929,480.408,352.3761,0.6797,410.5564,0.991,133593,0.7465,1.3633,0.9103,0.8546,0.0036,0.0027,0.7303,0.9957,DOKOL
132872,1375.502,525.5175,322.7784,0.7891,411.3124,0.9906,134127,0.6819,1.6281,0.8825,0.7827,0.004,0.0024,0.6126,0.9974,DOKOL
100547,1172.319,418.8293,306.666,0.6811,357.7994,0.9895,101619,0.7294,1.3658,0.9194,0.8543,0.0042,0.003,0.7298,0.9967,DOKOL
121786,1302.6949,484.1827,321.4019,0.7479,393.7801,0.9919,122784,0.744,1.5065,0.9018,0.8133,0.004,0.0026,0.6614,0.9964,DOKOL
155766,1501.9449,568.3051,351.1553,0.7863,445.3397,0.9876,157724,0.7586,1.6184,0.8677,0.7836,0.0036,0.0023,0.6141,0.9938,DOKOL
77054,1010.373,358.0397,274.449,0.6422,313.2223,0.993,77599,0.8018,1.3046,0.9485,0.8748,0.0046,0.0036,0.7653,0.9984,DOKOL
139996,1425.17,537.9441,333.2377,0.785,422.1948,0.9928,141018,0.6418,1.6143,0.8661,0.7848,0.0038,0.0024,0.616,0.9943,DOKOL
156391,1521.604,569.9616,352.0856,0.7864,446.2322,0.9887,158181,0.6528,1.6188,0.8488,0.7829,0.0036,0.0023,0.613,0.9923,DOKOL
146521,1461.604,551.5557,340.1752,0.7872,431.9217,0.986,148604,0.7464,1.6214,0.8619,0.7831,0.0038,0.0023,0.6132,0.9943,DOKOL
117648,1276.293,471.5745,318.4257,0.7376,387.0324,0.9931,118469,0.6914,1.481,0.9076,0.8207,0.004,0.0027,0.6736,0.9976,DOKOL
60039,911.828,336.7227,228.1414,0.7355,276.4851,0.989,60705,0.7502,1.4759,0.9074,0.8211,0.0056,0.0038,0.6742,0.9951,DOKOL
129066,1361.24,477.3502,345.5285,0.69,405.3788,0.9846,131091,0.73,1.3815,0.8753,0.8492,0.0037,0.0027,0.7212,0.9963,DOKOL
154464,1463.5551,544.9724,361.5594,0.7482,443.4745,0.9944,155339,0.7135,1.5073,0.9062,0.8138,0.0035,0.0023,0.6622,0.9981,DOKOL
137472,1386.525,511.1523,343.4671,0.7406,418.3716,0.9922,138558,0.7031,1.4882,0.8986,0.8185,0.0037,0.0025,0.6699,0.997,DOKOL
142394,1410.396,510.8343,357.1331,0.715,425.7953,0.9844,144650,0.7777,1.4304,0.8995,0.8335,0.0036,0.0025,0.6948,0.9938,DOKOL
129848,1379.568,509.356,325.7892,0.7687,406.605,0.9846,131885,0.7602,1.5635,0.8574,0.7983,0.0039,0.0025,0.6372,0.9963,DOKOL
154111,1503.441,574.9857,341.8783,0.804,442.9675,0.9861,156286,0.7706,1.6818,0.8568,0.7704,0.0037,0.0022,0.5935,0.9982,DOKOL
150802,1466.821,553.0468,347.8298,0.7775,438.1861,0.9924,151958,0.7516,1.59,0.8808,0.7923,0.0037,0.0023,0.6278,0.9981,DOKOL
174388,1591.974,603.1065,370.933,0.7885,471.2088,0.9887,176384,0.8372,1.6259,0.8647,0.7813,0.0035,0.0021,0.6104,0.9925,DOKOL
169788,1561.29,587.5886,369.6528,0.7773,464.9525,0.9877,171905,0.8115,1.5896,0.8753,0.7913,0.0035,0.0022,0.6261,0.9953,DOKOL
150870,1445.879,537.6102,358.1697,0.7458,438.2849,0.9904,152327,0.713,1.501,0.9069,0.8152,0.0036,0.0024,0.6646,0.9976,DOKOL
191640,1645.98,612.0375,401.4839,0.7548,493.9672,0.991,193385,0.7397,1.5244,0.8889,0.8071,0.0032,0.0021,0.6514,0.993,DOKOL
146398,1445.1949,542.8766,344.2591,0.7732,431.7404,0.989,148022,0.7767,1.5769,0.8808,0.7953,0.0037,0.0024,0.6325,0.9974,DOKOL
79187,1047.858,375.3784,269.2061,0.6969,317.528,0.9885,80108,0.74,1.3944,0.9063,0.8459,0.0047,0.0034,0.7155,0.9977,DOKOL
161855,1551.741,606.4048,341.1171,0.8268,453.9606,0.992,163156,0.7202,1.7777,0.8447,0.7486,0.0037,0.0021,0.5604,0.9963,DOKOL
491606,2525.6931,836.6254,750.6882,0.4415,791.1588,0.9952,493956,0.795,1.1145,0.9684,0.9457,0.0017,0.0015,0.8943,0.9966,IRAQI
399815,2296.231,776.2232,658.5235,0.5294,713.4846,0.9924,402885,0.7555,1.1787,0.9529,0.9192,0.0019,0.0016,0.8449,0.9959,IRAQI
440427,2391.845,843.0915,665.4988,0.6139,748.8452,0.9967,441904,0.7821,1.2669,0.9674,0.8882,0.0019,0.0015,0.7889,0.9995,IRAQI
429538,2421.332,871.1118,631.9023,0.6883,739.5301,0.9934,432406,0.7129,1.3786,0.9207,0.8489,0.002,0.0015,0.7207,0.9935,IRAQI
346264,2140.3511,744.2978,594.7831,0.6012,663.9857,0.9927,348820,0.7726,1.2514,0.9498,0.8921,0.0021,0.0017,0.7958,0.9959,IRAQI
493734,2577.707,919.6757,685.0148,0.6672,792.8693,0.9937,496873,0.7747,1.3426,0.9338,0.8621,0.0019,0.0014,0.7432,0.9979,IRAQI
375285,2207.188,713.9926,670.2208,0.3448,691.2509,0.9939,377576,0.7511,1.0653,0.968,0.9681,0.0019,0.0018,0.9373,0.9985,IRAQI
419416,2340.7871,788.3764,678.8032,0.5086,730.7647,0.996,421118,0.7754,1.1614,0.9619,0.9269,0.0019,0.0016,0.8592,0.9979,IRAQI
414712,2341.458,808.0315,654.973,0.5856,726.6552,0.9955,416592,0.7781,1.2337,0.9506,0.8993,0.0019,0.0016,0.8087,0.9977,IRAQI
411273,2358.1951,816.6152,645.5682,0.6124,723.636,0.9889,415907,0.7677,1.265,0.9294,0.8861,0.002,0.0016,0.7852,0.9933,IRAQI
406496,2334.2209,789.4069,657.9015,0.5527,719.4211,0.991,410199,0.7504,1.1999,0.9375,0.9113,0.0019,0.0016,0.8305,0.9966,IRAQI
349532,2150.8059,713.5856,628.6521,0.4732,667.1116,0.99,353065,0.7606,1.1351,0.9495,0.9349,0.002,0.0018,0.874,0.9921,IRAQI
478829,2532.502,908.7795,672.8215,0.6722,780.8099,0.9943,481557,0.7787,1.3507,0.9382,0.8592,0.0019,0.0014,0.7382,0.9971,IRAQI
430333,2436.938,857.5512,644.8464,0.6592,740.2142,0.9943,432806,0.718,1.3299,0.9106,0.8632,0.002,0.0015,0.7451,0.9908,IRAQI
348500,2259.1169,759.3678,587.2372,0.634,666.1261,0.9801,355592,0.7408,1.2931,0.8581,0.8772,0.0022,0.0017,0.7695,0.9951,IRAQI
423897,2372.627,821.549,658.8868,0.5973,734.658,0.9936,426631,0.7501,1.2469,0.9463,0.8942,0.0019,0.0016,0.7997,0.9971,IRAQI
457240,2482.696,829.8366,706.9037,0.5238,763.0046,0.9905,461605,0.7734,1.1739,0.9322,0.9195,0.0018,0.0015,0.8454,0.9924,IRAQI
391921,2245.811,734.2869,680.3229,0.3763,706.4059,0.9947,393993,0.765,1.0793,0.9765,0.962,0.0019,0.0017,0.9255,0.9989,IRAQI
451338,2437.7871,805.1387,718.372,0.4516,758.0642,0.994,454056,0.7523,1.1208,0.9544,0.9415,0.0018,0.0016,0.8865,0.9936,IRAQI
412275,2337.198,804.4697,654.7202,0.5811,724.517,0.994,414771,0.7769,1.2287,0.9484,0.9006,0.002,0.0016,0.8111,0.9966,IRAQI
422143,2350.7781,838.3208,641.9384,0.6431,733.1365,0.9964,423650,0.7529,1.3059,0.9599,0.8745,0.002,0.0015,0.7648,0.9988,IRAQI
394009,2279.7581,770.8477,654.0494,0.5292,708.2852,0.9945,396190,0.7632,1.1786,0.9527,0.9188,0.002,0.0017,0.8443,0.995,IRAQI
438787,2463.532,844.3537,663.4427,0.6186,747.4496,0.9891,443644,0.7539,1.2727,0.9085,0.8852,0.0019,0.0015,0.7836,0.9973,IRAQI
448744,2443.4241,870.9563,658.7799,0.6541,755.8827,0.995,451013,0.766,1.3221,0.9445,0.8679,0.0019,0.0015,0.7532,0.9958,IRAQI
447450,2453.7939,846.2984,678.1676,0.5982,754.7921,0.995,449709,0.7173,1.2479,0.9339,0.8919,0.0019,0.0015,0.7954,0.9926,IRAQI
411322,2337.2439,813.8591,643.9749,0.6115,723.6791,0.9954,413219,0.7989,1.2638,0.9462,0.8892,0.002,0.0016,0.7907,0.9992,IRAQI
436325,2413.9519,818.495,683.0888,0.5509,745.3497,0.9923,439695,0.7498,1.1982,0.9409,0.9106,0.0019,0.0016,0.8293,0.9936,IRAQI
411293,2337.731,826.503,635.2358,0.6398,723.6536,0.994,413795,0.7242,1.3011,0.9457,0.8756,0.002,0.0015,0.7666,0.9974,IRAQI
445077,2421.2759,806.3325,708.2914,0.4779,752.7879,0.9927,448336,0.7599,1.1384,0.954,0.9336,0.0018,0.0016,0.8716,0.9922,IRAQI
411708,2318.344,805.4811,652.9468,0.5856,724.0186,0.9965,413165,0.7867,1.2336,0.9626,0.8989,0.002,0.0016,0.808,0.9967,IRAQI
384507,2233.978,755.8359,649.9842,0.5104,699.6924,0.9964,385881,0.752,1.1629,0.9682,0.9257,0.002,0.0017,0.857,0.9965,IRAQI
446609,2496.418,851.7825,671.7365,0.6149,754.0824,0.99,451141,0.7824,1.268,0.9005,0.8853,0.0019,0.0015,0.7838,0.9938,IRAQI
469185,2486.4851,888.2744,674.7036,0.6504,772.9068,0.9962,470970,0.7761,1.3165,0.9536,0.8701,0.0019,0.0014,0.7571,0.9968,IRAQI
447729,2454.4851,825.5548,695.3279,0.5391,755.0273,0.991,451808,0.7268,1.1873,0.9339,0.9146,0.0018,0.0016,0.8364,0.9931,IRAQI
408254,2345.2939,803.289,647.9013,0.5912,720.9752,0.994,410709,0.7786,1.2398,0.9327,0.8975,0.002,0.0016,0.8056,0.9988,IRAQI
439268,2470.478,824.1238,683.5867,0.5586,747.8592,0.9888,444245,0.7903,1.2056,0.9044,0.9075,0.0019,0.0016,0.8235,0.9928,IRAQI
472349,2494.425,865.7357,696.8496,0.5934,775.5085,0.9942,475092,0.7764,1.2424,0.954,0.8958,0.0018,0.0015,0.8024,0.9969,IRAQI
446318,2426.532,849.0756,672.7661,0.6101,753.8367,0.9944,448852,0.7839,1.2621,0.9525,0.8878,0.0019,0.0015,0.7882,0.9948,IRAQI
454346,2487.5029,908.6619,639.1868,0.7108,760.5862,0.9929,457601,0.6938,1.4216,0.9227,0.837,0.002,0.0014,0.7006,0.996,IRAQI
449166,2454.5291,901.2678,637.0666,0.7074,756.238,0.9942,451774,0.7311,1.4147,0.9369,0.8391,0.002,0.0014,0.7041,0.996,IRAQI
449218,2453.3081,846.1549,680.5297,0.5943,756.2818,0.9953,451354,0.7538,1.2434,0.9379,0.8938,0.0019,0.0015,0.7989,0.9933,IRAQI
478413,2551.095,953.5176,640.8135,0.7405,780.4706,0.9951,480750,0.7945,1.488,0.9238,0.8185,0.002,0.0013,0.67,0.9969,IRAQI
420085,2375.873,830.7269,646.0511,0.6286,731.3473,0.9952,422115,0.7179,1.2859,0.9352,0.8804,0.002,0.0015,0.7751,0.9966,IRAQI
443501,2441.2361,882.5625,641.8201,0.6864,751.4539,0.9949,445766,0.7258,1.3751,0.9352,0.8514,0.002,0.0014,0.725,0.9969,IRAQI
484869,2541.9839,872.7412,714.8731,0.5736,785.719,0.9956,487031,0.7712,1.2208,0.943,0.9003,0.0018,0.0015,0.8105,0.9895,IRAQI
457583,2452.2009,840.6153,695.8944,0.561,763.2908,0.9951,459847,0.8002,1.208,0.9562,0.908,0.0018,0.0015,0.8245,0.996,IRAQI
443176,2396.9109,812.2444,696.6966,0.5141,751.1785,0.9955,445166,0.7761,1.1659,0.9694,0.9248,0.0018,0.0016,0.8553,0.9971,IRAQI
481197,2549.073,878.5006,699.7644,0.6046,782.7382,0.9961,483057,0.7397,1.2554,0.9306,0.891,0.0018,0.0015,0.7939,0.9966,IRAQI
442441,2480.033,872.0508,653.3934,0.6623,750.5554,0.9869,448328,0.7056,1.3346,0.904,0.8607,0.002,0.0015,0.7408,0.9887,IRAQI
454113,2503.1279,858.8807,680.7171,0.6098,760.3911,0.9868,460170,0.8168,1.2617,0.9108,0.8853,0.0019,0.0015,0.7838,0.989,IRAQI
503974,2596.7581,932.0193,690.7506,0.6714,801.0491,0.9954,506325,0.7608,1.3493,0.9392,0.8595,0.0018,0.0014,0.7387,0.9967,IRAQI
425053,2407.5581,845.6929,644.9402,0.6468,735.6591,0.9951,427146,0.7124,1.3113,0.9215,0.8699,0.002,0.0015,0.7567,0.9922,IRAQI
447583,2447.01,866.6195,658.6447,0.6499,754.9042,0.9963,449241,0.7814,1.3158,0.9393,0.8711,0.0019,0.0015,0.7588,0.9984,IRAQI
514745,2630.8369,899.1757,735.891,0.5746,809.5639,0.9928,518474,0.7463,1.2219,0.9346,0.9003,0.0017,0.0014,0.8106,0.9905,IRAQI
430605,2414.2571,820.7172,676.4396,0.5663,740.4481,0.99,434954,0.8044,1.2133,0.9284,0.9022,0.0019,0.0016,0.814,0.9876,IRAQI
385329,2262.3159,782.571,632.79,0.5884,700.4399,0.9934,387872,0.778,1.2367,0.9461,0.895,0.002,0.0016,0.8011,0.9907,IRAQI
398543,2366.3721,873.9631,592.5698,0.735,712.3488,0.9799,406734,0.7492,1.4749,0.8944,0.8151,0.0022,0.0015,0.6644,0.9798,IRAQI
464259,2486.0669,873.2936,680.3309,0.627,768.8387,0.9944,466869,0.7919,1.2836,0.9439,0.8804,0.0019,0.0015,0.7751,0.9949,IRAQI
365520,2265.8479,829.2069,567.5129,0.7291,682.1983,0.9919,368512,0.6612,1.4611,0.8947,0.8227,0.0023,0.0016,0.6769,0.989,IRAQI
481062,2549.1389,847.0374,724.6221,0.5178,782.6284,0.9911,485375,0.7535,1.1689,0.9303,0.924,0.0018,0.0015,0.8537,0.9979,IRAQI
412498,2397.5879,903.157,587.2843,0.7597,724.7129,0.994,415007,0.842,1.5379,0.9017,0.8024,0.0022,0.0014,0.6439,0.9902,IRAQI
421470,2374.4221,824.2023,652.1113,0.6116,732.5519,0.9944,423855,0.7861,1.2639,0.9394,0.8888,0.002,0.0015,0.79,0.9984,IRAQI
404150,2332.8379,832.4753,623.8899,0.6621,717.3422,0.9956,405941,0.8259,1.3343,0.9332,0.8617,0.0021,0.0015,0.7425,0.9908,IRAQI
476205,2534.3921,879.4092,695.4839,0.612,778.6675,0.9933,479413,0.8057,1.2645,0.9317,0.8854,0.0018,0.0015,0.784,0.9913,IRAQI
407629,2301.946,776.3053,672.4045,0.4998,720.423,0.9962,409191,0.7676,1.1545,0.9667,0.928,0.0019,0.0016,0.8612,0.9943,IRAQI
451992,2445.5029,844.5334,687.8657,0.5802,758.6133,0.9959,453835,0.7842,1.2278,0.9497,0.8983,0.0019,0.0015,0.8069,0.9907,IRAQI
386536,2280.7981,768.471,644.8983,0.5438,701.5361,0.9941,388827,0.7386,1.1916,0.9337,0.9129,0.002,0.0017,0.8334,0.9931,IRAQI
435528,2430.1211,789.1514,707.8071,0.4422,744.6687,0.9874,441070,0.7605,1.1149,0.9268,0.9436,0.0018,0.0016,0.8904,0.9928,IRAQI
441826,2486.4771,942.0581,603.129,0.7682,750.0336,0.9948,444138,0.8075,1.562,0.898,0.7962,0.0021,0.0014,0.6339,0.9901,IRAQI
441779,2426.1641,831.9905,678.0819,0.5794,749.9937,0.9937,444560,0.7586,1.227,0.9431,0.9014,0.0019,0.0015,0.8126,0.997,IRAQI
462347,2516.8679,845.5637,697.9985,0.5644,767.2538,0.9819,470882,0.7725,1.2114,0.9172,0.9074,0.0018,0.0015,0.8234,0.9974,IRAQI
476569,2536.7649,886.8546,689.8232,0.6285,778.965,0.9955,478711,0.8147,1.2856,0.9306,0.8783,0.0019,0.0014,0.7715,0.9918,IRAQI
368069,2297.5349,836.8202,572.043,0.7299,684.5729,0.9825,374626,0.7085,1.4629,0.8762,0.8181,0.0023,0.0016,0.6692,0.979,ROTANA
349184,2214.7261,792.7963,600.6845,0.6526,666.7795,0.9538,366102,0.7218,1.3198,0.8946,0.841,0.0023,0.0017,0.7074,0.9336,ROTANA
368900,2398.188,855.3609,560.061,0.7558,685.3452,0.981,376032,0.7036,1.5273,0.806,0.8012,0.0023,0.0015,0.642,0.9805,ROTANA
355024,2242.1531,795.743,573.1878,0.6936,672.3322,0.9842,360723,0.7325,1.3883,0.8874,0.8449,0.0022,0.0016,0.7139,0.9911,ROTANA
350266,2210.168,751.1333,602.6666,0.5969,667.8118,0.9844,355819,0.7469,1.2463,0.9011,0.8891,0.0021,0.0017,0.7904,0.9852,ROTANA
398202,2425.731,872.2453,597.3273,0.7287,712.0439,0.9734,409088,0.7088,1.4602,0.8504,0.8163,0.0022,0.0015,0.6664,0.9731,ROTANA
418931,2416.0901,881.6053,607.8824,0.7243,730.342,0.9932,421799,0.7737,1.4503,0.9018,0.8284,0.0021,0.0015,0.6863,0.9953,ROTANA
443133,2517.0769,874.5991,653.3885,0.6647,751.1421,0.9801,452139,0.7204,1.3386,0.8789,0.8588,0.002,0.0015,0.7376,0.9873,ROTANA
423624,2498.9399,876.5175,627.7153,0.6979,734.4214,0.9791,432655,0.7322,1.3964,0.8525,0.8379,0.0021,0.0015,0.7021,0.9803,ROTANA
458286,2531.311,883.0855,664.6406,0.6584,763.8768,0.9839,465786,0.7988,1.3287,0.8988,0.865,0.0019,0.0015,0.7482,0.9942,ROTANA
370044,2360.1101,782.888,614.0868,0.6203,686.407,0.9689,381910,0.7468,1.2749,0.8348,0.8768,0.0021,0.0017,0.7687,0.98,ROTANA
434469,2485.9231,889.1929,623.58,0.7129,743.7628,0.9897,438991,0.8158,1.4259,0.8835,0.8364,0.002,0.0014,0.6996,0.9977,ROTANA
371120,2364.0029,796.3392,601.9151,0.6547,687.4043,0.9839,377202,0.708,1.323,0.8345,0.8632,0.0021,0.0016,0.7451,0.9858,ROTANA
348865,2253.7971,790.249,567.2316,0.6963,666.4749,0.9845,354356,0.707,1.3932,0.8631,0.8434,0.0023,0.0016,0.7113,0.9909,ROTANA
428711,2570.7129,815.3513,679.2316,0.5532,738.8178,0.9745,439942,0.7628,1.2004,0.8152,0.9061,0.0019,0.0016,0.8211,0.9856,ROTANA
426871,2497.0759,886.3205,618.4668,0.7163,737.2307,0.987,432478,0.7404,1.4331,0.8603,0.8318,0.0021,0.0014,0.6919,0.9915,ROTANA
379870,2419.293,828.3665,595.388,0.6953,695.4606,0.975,389600,0.7901,1.3913,0.8156,0.8396,0.0022,0.0016,0.7049,0.9807,ROTANA
424512,2477.283,853.4615,642.9758,0.6576,735.1908,0.9893,429090,0.748,1.3274,0.8693,0.8614,0.002,0.0015,0.742,0.985,ROTANA
386254,2373.4509,810.4177,614.5104,0.6519,701.2802,0.9792,394443,0.7333,1.3188,0.8616,0.8653,0.0021,0.0016,0.7488,0.9875,ROTANA
380218,2409.468,819.8986,607.0649,0.6722,695.7791,0.9795,388174,0.671,1.3506,0.823,0.8486,0.0022,0.0016,0.7201,0.9726,ROTANA
318076,2122.4241,744.774,547.181,0.6784,636.3859,0.9859,322611,0.7395,1.3611,0.8873,0.8545,0.0023,0.0017,0.7301,0.9938,ROTANA
376202,2367.498,825.6102,585.3541,0.7052,692.0948,0.9804,383706,0.7785,1.4104,0.8434,0.8383,0.0022,0.0016,0.7027,0.9911,ROTANA
384740,2328.2771,761.6957,647.8665,0.5259,699.9044,0.9845,390794,0.6962,1.1757,0.8919,0.9189,0.002,0.0017,0.8443,0.9927,ROTANA
439841,2570.469,943.8856,599.791,0.7721,748.3468,0.9888,444845,0.7695,1.5737,0.8365,0.7928,0.0021,0.0014,0.6286,0.9892,ROTANA
360009,2364.8181,837.6556,555.9177,0.748,677.0359,0.9734,369844,0.7573,1.5068,0.809,0.8083,0.0023,0.0015,0.6533,0.9843,ROTANA
294328,2113.1379,707.908,578.8624,0.5756,612.1683,0.9402,313038,0.6573,1.2229,0.8283,0.8648,0.0024,0.002,0.7478,0.9145,ROTANA
282314,2022.266,717.5192,504.457,0.7111,599.5443,0.9861,286307,0.7013,1.4224,0.8675,0.8356,0.0025,0.0018,0.6982,0.9931,ROTANA
355208,2384.4971,797.2854,578.7468,0.6878,672.5064,0.961,369625,0.6788,1.3776,0.7851,0.8435,0.0022,0.0016,0.7115,0.9801,ROTANA
402655,2460.917,893.8253,578.3685,0.7624,716.0142,0.9863,408238,0.7611,1.5454,0.8355,0.8011,0.0022,0.0014,0.6417,0.9917,ROTANA
380874,2389.124,854.1578,570.7399,0.744,696.3791,0.9867,385995,0.724,1.4966,0.8385,0.8153,0.0022,0.0015,0.6647,0.9948,ROTANA
280204,2147.4031,782.5893,461.9426,0.8072,597.2996,0.9705,288731,0.6598,1.6941,0.7636,0.7632,0.0028,0.0016,0.5825,0.9869,ROTANA
442937,2627.9509,862.5596,659.603,0.6444,750.976,0.9824,450876,0.7471,1.3077,0.806,0.8706,0.0019,0.0015,0.758,0.9912,ROTANA
415763,2426.729,843.814,633.7881,0.6602,727.5754,0.9838,422611,0.7575,1.3314,0.8872,0.8622,0.002,0.0015,0.7435,0.9898,ROTANA
420744,2434.3379,865.7617,620.3712,0.6975,731.9207,0.9886,425584,0.7926,1.3956,0.8922,0.8454,0.0021,0.0015,0.7147,0.9974,ROTANA
321282,2090.699,681.3436,604.7192,0.4607,639.585,0.9914,324055,0.7737,1.1267,0.9237,0.9387,0.0021,0.0019,0.8812,0.9928,ROTANA
453626,2537.668,937.6924,622.2681,0.7481,759.9833,0.9933,456701,0.717,1.5069,0.8852,0.8105,0.0021,0.0014,0.6569,0.9899,ROTANA
365294,2242.248,755.7875,618.311,0.5751,681.9874,0.9868,370199,0.7714,1.2223,0.913,0.9024,0.0021,0.0017,0.8142,0.9953,ROTANA
419063,2463.595,857.5016,628.4494,0.6804,730.4571,0.9867,424695,0.6816,1.3645,0.8677,0.8518,0.002,0.0015,0.7256,0.9901,ROTANA
293332,2079.7439,706.2109,545.302,0.6354,611.1317,0.9547,307255,0.7069,1.2951,0.8522,0.8654,0.0024,0.0019,0.7489,0.9698,ROTANA
379699,2315.4099,826.4971,588.5672,0.7021,695.3041,0.9879,384352,0.7331,1.4043,0.89,0.8413,0.0022,0.0016,0.7077,0.9938,ROTANA
404623,2452.6919,830.7855,626.1453,0.6572,717.7618,0.9849,410818,0.7234,1.3268,0.8452,0.864,0.0021,0.0015,0.7464,0.9904,ROTANA
310342,2140.4629,713.5881,578.9772,0.5845,628.6014,0.9514,326194,0.6916,1.2325,0.8512,0.8809,0.0023,0.0019,0.776,0.9564,ROTANA
403834,2447.0029,893.8555,585.3982,0.7557,717.0616,0.9868,409217,0.6687,1.5269,0.8475,0.8022,0.0022,0.0014,0.6435,0.9826,ROTANA
401353,2489.5581,884.2215,593.9569,0.7408,714.8556,0.9381,427855,0.7474,1.4887,0.8138,0.8085,0.0022,0.0015,0.6536,0.973,ROTANA
360876,2298.8279,808.2624,573.2375,0.705,677.8507,0.9836,366875,0.7382,1.41,0.8581,0.8387,0.0022,0.0016,0.7033,0.9917,ROTANA
394103,2499.8979,820.2778,617.9729,0.6576,708.3696,0.9759,403856,0.7083,1.3274,0.7925,0.8636,0.0021,0.0016,0.7458,0.9899,ROTANA
379405,2400.584,823.7263,595.5487,0.6909,695.0349,0.9739,389590,0.7592,1.3831,0.8273,0.8438,0.0022,0.0016,0.7119,0.9847,ROTANA
375310,2402.406,802.1452,604.5172,0.6573,691.2739,0.9686,387472,0.7207,1.3269,0.8172,0.8618,0.0021,0.0016,0.7427,0.9855,ROTANA
339989,2231.875,785.7068,559.6172,0.7019,657.9418,0.9813,346471,0.7835,1.404,0.8577,0.8374,0.0023,0.0016,0.7012,0.9845,ROTANA
385428,2473.9919,859.162,580.8442,0.7368,700.5299,0.9712,396843,0.652,1.4792,0.7913,0.8154,0.0022,0.0015,0.6648,0.9834,ROTANA
354782,2409.512,795.9382,578.1101,0.6874,672.103,0.966,367255,0.7259,1.3768,0.7679,0.8444,0.0022,0.0016,0.713,0.9817,ROTANA
394814,2429.5791,867.8884,588.9705,0.7345,709.0083,0.9729,405825,0.7532,1.4736,0.8405,0.8169,0.0022,0.0015,0.6674,0.9834,ROTANA
414065,2406.9331,802.006,662.986,0.5627,726.0881,0.9866,419708,0.7543,1.2097,0.8982,0.9053,0.0019,0.0016,0.8196,0.9915,ROTANA
373187,2441.991,852.2258,570.3242,0.7431,689.3159,0.9681,385468,0.708,1.4943,0.7864,0.8088,0.0023,0.0015,0.6542,0.9776,ROTANA
423852,2424.627,826.4653,654.4321,0.6107,734.619,0.9919,427310,0.7363,1.2629,0.906,0.8889,0.0019,0.0015,0.7901,0.9978,ROTANA
419805,2507.5659,862.3845,623.2335,0.6912,731.1035,0.9769,429713,0.7616,1.3837,0.839,0.8478,0.0021,0.0015,0.7187,0.9945,ROTANA
378359,2342.5061,849.3478,569.2149,0.7422,694.0761,0.9896,382342,0.6959,1.4921,0.8665,0.8172,0.0022,0.0015,0.6678,0.9964,ROTANA
346463,2190.554,786.7602,561.9791,0.6998,664.1765,0.9917,349372,0.7999,1.4,0.9073,0.8442,0.0023,0.0016,0.7127,0.9977,ROTANA
382056,2398.884,836.171,590.8513,0.7076,697.4588,0.9677,394812,0.7228,1.4152,0.8343,0.8341,0.0022,0.0015,0.6957,0.9846,ROTANA
360205,2229.2061,774.3602,594.9182,0.6401,677.2202,0.9871,364920,0.7871,1.3016,0.9109,0.8746,0.0021,0.0017,0.7648,0.9955,ROTANA
360221,2301.4319,799.5422,581.7543,0.686,677.2353,0.9738,369917,0.7226,1.3744,0.8546,0.847,0.0022,0.0016,0.7175,0.986,ROTANA
392670,2426.929,839.151,608.4485,0.6887,707.0806,0.9609,408646,0.7423,1.3792,0.8378,0.8426,0.0021,0.0015,0.71,0.9792,ROTANA
315427,2116.438,756.3036,543.8585,0.6949,633.7303,0.9873,319495,0.7425,1.3906,0.8849,0.8379,0.0024,0.0017,0.7021,0.9764,ROTANA
334154,2186.3491,785.2363,545.4142,0.7194,652.2715,0.985,339252,0.7517,1.4397,0.8785,0.8307,0.0023,0.0016,0.69,0.9934,ROTANA
388051,2365.0149,849.6564,591.2424,0.7182,702.9096,0.9818,395251,0.7473,1.4371,0.8718,0.8273,0.0022,0.0015,0.6844,0.9835,ROTANA
368211,2236.3711,767.4142,615.9827,0.5964,684.7049,0.9878,372771,0.7153,1.2458,0.9252,0.8922,0.0021,0.0017,0.7961,0.9918,ROTANA
352881,2314.887,873.1453,520.1225,0.8032,670.3,0.9741,362278,0.6437,1.6787,0.8275,0.7677,0.0025,0.0015,0.5893,0.9893,ROTANA
351971,2196.5869,783.0325,579.0363,0.6732,669.4351,0.9885,356058,0.724,1.3523,0.9167,0.8549,0.0022,0.0016,0.7309,0.9884,ROTANA
412916,2413.863,833.7471,640.3206,0.6404,725.08,0.978,422199,0.7274,1.3021,0.8905,0.8697,0.002,0.0016,0.7563,0.9848,ROTANA
402258,2529.0601,879.1948,598.7283,0.7323,715.6611,0.976,412136,0.7294,1.4684,0.7903,0.814,0.0022,0.0015,0.6626,0.973,ROTANA
346126,2236.075,796.4923,555.0388,0.7172,663.8534,0.9866,350827,0.7544,1.435,0.8699,0.8335,0.0023,0.0016,0.6947,0.9969,ROTANA
380495,2354.437,805.2894,606.553,0.6578,696.0325,0.9805,388052,0.7209,1.3276,0.8626,0.8643,0.0021,0.0016,0.7471,0.9918,ROTANA
